Name,Global sales
Shining Force III,0.12727303942598311
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,0.173943615986639
Tales of the Heroes: Twin Brave,0.15038132954544103
WWE Survivor Series,0.1250335125579234
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,0.12025925666836113
Kung-Fu: High Impact,0.1155905592937847
Euro Truck Simulator 2,0.14020230018893454
Bakugan: Battle Trainer,0.14113761355487142
Super Robot Wars BX,0.12715662756627566
Tomb Raider: Legend,0.1238817918060322
Nagano Winter Olympics '98,0.1254003100120613
I Spy: Universe,0.14135636406885865
Ninjatown,0.14253626008826537
Warcraft III: Reign of Chaos,0.12097908380613465
Winning Post 5,0.142750318180644
Frogger Beyond,0.11506531487850147
Lord of the Rings: Tactics,0.15192912714477202
RPG Maker II,0.12623373623191636
The Oregon Trail,0.11356523715449196
Alone in the Dark: Inferno,0.16455414033873073
TRON: Evolution,0.17116177705986324
Gravity Rush Remastered,0.18214815002330464
Destruction Derby Arenas,0.18698875284400795
Dengeki Bunko Fighting Climax,0.1338828834258079
MLB Power Pros 2008,0.14628282751021526
Littlest Pet Shop: Spring,0.13619161907329946
The Unholy War,0.09406535004777616
Cabela's Dangerous Hunts 2009,0.10372066541858693
Rumble Roses XX,0.13885680302061143
Total War: WARHAMMER,0.16774867147809402
Wantame Music Channel: Doko Demo Style,0.12970612123830705
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.10358139524950971
Shaman King: Power of Spirit,0.17750402071121751
Anno 1701: Dawn of Discovery,0.13065500283228637
Soccer Tsuku DS: World Challenge 2010,0.1294162380322481
The BIGS 2,0.2023779101416059
LEGO Legends of Chima: Laval's Journey,0.12239861075531255
DreamWorks Super Star Kartz,0.12859722436090948
Contra III: The Alien Wars,0.11742570867384927
The Amazing Race,0.1293508779214081
Dead to Rights: Reckoning,0.15956659308534515
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,0.10924620483983283
NBA 08,0.16507281626246773
Hasbro Family Fun Pack,0.11849760374332075
Amagami,0.13827118385020487
No Fear Downhill Mountain Biking,0.10267624514700024
NCIS,0.12897962210470837
The IdolM@ster: One for All,0.15362390450252317
Fire ProWrestling,0.08553177613550123
Eternal Poison (JP sales),0.18430135014055882
Mission: Impossible - Operation Surma,0.10589982749699178
Legendary,0.14582501832762684
Chuck E. Cheese's Game Room,0.14063562855003298
MX 2002 Featuring Ricky Carmichael,0.11105172697343235
Romance of the Three Kingdoms IV: Wall of Fire,0.07478405519333009
Illusion of Gaia,0.08642187681309554
Batman: Arkham Knight,0.165014686374783
Disney's Kim Possible: Kimmunicator,0.12056026113042773
Mega Man Anniversary Collection,0.10371910013640218
Sally's Salon,0.12498064129384012
Disruptor,0.09298857516886017
Pro Evolution Soccer 2017,0.18843396676853885
Zoobles! Spring to Life!,0.15237313707626843
Diablo II,0.12083962368109802
Shrek Smash n' Crash Racing,0.12859314891210882
F1 2011,0.1329607347258328
Drakengard 2,0.18727753270124659
Ben 10 Galactic Racing,0.13372289918833058
Grand Knights History,0.136478612677565
Scene It? Bright Lights! Big Screen!,0.14155414722569049
Harvest Moon DS (jp sales),0.10541703123391866
Castlevania: Legacy of Darkness,0.09915268462282167
Sin and Punishment,0.05145941448579894
NBA Jam 2000,0.09985650515658318
Sonic Riders,0.11814338953513115
Shrek Super Party,0.1151300737994001
Venetica,0.10651150143053112
Rally Fusion: Race of Champions,0.1784726651994477
The House of the Dead,0.1172465688362081
Transformers: Prime,0.12460286081868599
Persona 4: Arena,0.11599942384548267
Street Fighter IV,0.10473679787155632
Cabela's Alaskan Adventure,0.10227774044381643
RealSports Volleyball,0.07253117371745343
Heroes of the Pacific,0.11229217410511438
RollerCoaster Tycoon,0.1016365413864353
NightCaster,0.09408651210141539
FIFA World Cup Germany 2006,0.13805243125089284
Space Camp,0.1320584664653497
Hitman 2: Silent Assassin,0.12718519893890257
Lovely Lisa and Friends,0.1383052990062552
Digimon Racing,0.10861284190632059
All Star Cheer Squad 2,0.12600012508635583
Ape Escape 3,0.19410208232613968
"Crouching Tiger, Hidden Dragon",0.17139293616173656
Final Fantasy XIV: Heavensward,0.16331912359932677
Last Bronx,0.12559435859241663
Secret Agent Clank,0.16633874069465637
Barbie and the Three Musketeers,0.1336883198220642
Science Papa,0.1370031146674897
Momotaro Douchuuki,0.15222949635108396
Iridion II,0.09797492039277067
Whiplash,0.16696682041240507
007: Quantum of Solace,0.14775475498202084
Family Fortunes,0.13601735859211672
Borderlands: Double Game Add-On Pack,0.14754662252005968
Farming Simulator 2011,0.12441459175760983
Watch Dogs,0.14080724164588698
BlazBlue: Continuum Shift II,0.1448912510315692
Summon Night: Twin Age,0.14419998747861218
Spider-Man: Battle for New York,0.1307263225475257
Pop'n Music Portable,0.1767613840182234
Nintendo Puzzle Collection,0.0940867014743958
Destroy All Humans! Path of the Furon,0.10343309210739271
Army Men: Soldiers of Misfortune,0.1064400771205154
Game Party: Champions,0.10078378414444789
Otogi: Myth of Demons,0.1183833589322063
Margot's Word Brain,0.1303049956446385
Peppa Pig: Fun and Games,0.13223356467916947
Dreamworks 2-in-1 Party Pack,0.1503877854706115
Alter Echo,0.16469148683758839
Walt Disney Pictures Presents: The Wild,0.11005594152193332
Green Lantern: Rise of the Manhunters,0.12209474138237297
Puzzle de Harvest Moon,0.12373193438810759
Metal Max 3,0.09407832184740172
Rock Band Track Pack Volume 1,0.16945437895899396
Puyo Puyo!! 20th Anniversary,0.11509491748818146
My Baby: First Steps,0.11119474061471646
Namco Soccer Prime Goal,0.09224627216649406
NBA 08,0.1887806499839595
Monster Hunter Frontier Online,0.09282607973904966
Shin Megami Tensei: Digital Devil Saga,0.17968106404746997
Deception IV: Blood Ties,0.13225149756540322
Rango: The Video Game,0.1360867412143385
Assassination Classroom: Grand Siege on Kuro-sensei,0.12715662756627566
Megamind: The Blue Defender,0.149294662455433
Puppies 3D,0.13084858926680187
Cars 2,0.15634032372328122
The Stronghold Collection,0.1341741638590772
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,0.17898267626091968
Mystic Ark,0.1704624004396189
One Piece: Unlimited World Red,0.1307098597121632
The Price is Right 2010 Edition,0.14068310632812686
Cabela's Dangerous Hunts 2009,0.1362820151750821
Ty the Tasmanian Tiger 2: Bush Rescue,0.10871240129523496
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.13123665058503775
Tom Clancy's Splinter Cell: Double Agent,0.12184790601558593
LEGO Racers 2,0.16693321170043873
Eat Lead: The Return of Matt Hazard,0.12852326346418597
Yu-Gi-Oh! Nightmare Troubadour (JP sales),0.1440659123078536
Backyard Baseball,0.12354128620459548
Star Wars: Lethal Alliance,0.16013145025089592
Naruto Shippuden: Kizuna Drive,0.14697111253819983
Under Night In-Birth,0.12314134862825021
Sega GT,0.13251648067903776
Steel Battalion: Heavy Armor,0.14429226961321096
Green Lantern: Rise of the Manhunters,0.10475378138351754
Legends of Wrestling,0.11210630545170641
Fit in Six,0.1542430043325611
Gunstar Heroes,0.034342670848096724
All-Star Baseball 2004,0.11445929690983636
Tamagotchi no Pichi Pichi Omisecchi,0.12810653597239607
Shining Wind,0.16820750546314756
Rock Band Track Pack Volume 2,0.1266010544186189
Dokapon Kingdom,0.11622256434963951
Onechanbara: Bikini Samurai Squad,0.10622496758458944
Portal Runner,0.14356409759716193
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,0.09568051734582994
Warriors Orochi 2,0.16220250667152136
Hyperdevotion Noire: Goddess Black Heart,0.10894524457310162
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.16026111832770962
Assault: Retribution,0.11418255083501094
Sengoku Basara 3 Utage,0.1267048845408194
Spartan: Total Warrior,0.1373315539183224
City Crisis,0.19598561319053776
Zapper: One Wicked Cricket!,0.10701825680116439
Smart Boy's Gameroom,0.13190166128108505
Victorious: Time to Shine,0.097355573884502
Star Wars: Clone Wars,0.11338971523171981
High Rollers Casino,0.15613514641743986
Advent Rising,0.13683928766737097
Surf Riders,0.11388332844887206
Torino 2006,0.21566996876957223
Nobunaga no Yabou: Ranseiki,0.143662730835179
Derby Stallion Advance,0.05811327173733982
The X-Factor,0.14260011238672377
Monopoly Party,0.12331409265149063
Snood,0.11485577464397867
TOCA Race Driver 2: Ultimate Racing Simulator,0.09218157722686282
Monster Jam: Urban Assault,0.18576790686861777
DT Racer,0.1683569740432409
Soccer Tsuku: Pro Soccer Club o Tsukurou!,0.15246445323757474
World Cup Golf: Professional Edition,0.12577185171192617
NBA 2K13,0.15510087295971253
Black Dawn,0.11053491247026326
428: Fuusa Sareta Shibuya de,0.10314861444160695
7 Wonders of the Ancient World,0.11721691492291164
Kelly Slater's Pro Surfer,0.11703213028754966
Top Shot Arcade,0.12596402065783074
Warriors of Might and Magic,0.10172262194725423
Twister Mania,0.0982745536198637
Drome Racers,0.17150719043976714
Gungnir: Mayari no Gunshin to Eiyuu Sensou,0.13826339341289895
X-Men: Next Dimension,0.12201177326910084
Dynasty Warriors 5 Empires,0.09534256061052204
Fuse (Insomniac),0.11036762174314685
WipeOut 3 The Game,0.11023902391832507
7th Dragon 2020-II,0.15336360093809898
Doukyuusei 2,0.12751189584067912
Aikatsu! 365 Idol Days,0.10964423389165301
SkullMonkeys,0.10048616042095038
Burnout,0.09883003070034047
Baroque,0.1619111479293247
SBK 2011: FIM Superbike World Championship,0.1275352628357851
Jurassic: The Hunted,0.09601830441342418
Dynasty Warriors: Gundam Reborn,0.1312473844705142
Little Battlers eXperience: Wars,0.1321717285362034
DreamWorks Super Star Kartz,0.14126894066323104
Hour of Victory,0.07732785982339507
Indianapolis 500 Legends,0.11398345258884035
NBA Ballers: Phenom,0.1092886513102842
Shimano Xtreme Fishing,0.13180874468689563
Crash Tag Team Racing,0.10513876957041468
Freedom Fighters,0.12156829723898799
Yu-Gi-Oh! GX: Tag Force,0.15690462635557
NBA 2K17,0.18828378088672793
Mega Man X Collection,0.13548678312351026
Left Brain Right Brain 2,0.13216544367960914
Detana TwinBee Yahho! Deluxe Pack,0.1338643825052026
Last Ranker,0.1492466464502904
Quantum Redshift,0.08306218286578915
The History Channel: Great Battles - Medieval,0.08362187517591835
Smash Court Tennis Pro Tournament 2,0.19394352387216252
Brothers in Arms: Double Time,0.10750276558861138
Legends of Wrestling II,0.09690024060264424
Power Pro Kun Pocket 13,0.15000295974068933
Armed and Dangerous,0.1213596833407049
Football Manager 2012,0.13747763353395914
Project CARS,0.13332114625487623
Teenage Mutant Ninja Turtles: Arcade Attack,0.13166441182027278
World Soccer Winning Eleven 2002,0.11962411682941099
Actua Tennis,0.134251433573211
Monster Truck Madness,0.11774525884295972
Resident Evil,0.12826070155591207
Sonic Jam,0.1094706408795183
Puella Magi Madoka Magica Portable,0.14079801691358007
Peter Jacobsen's Golden Tee Golf,0.12495967167792355
Space Bust-A-Move,0.1359832007979298
Avatar: The Last Airbender - Into the Inferno,0.12438155161849362
Deadpool,0.1323240769558396
Disney's Atlantis: The Lost Empire,0.09688196487795242
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,0.12445701064729509
Just Cause 2,0.12844553592614005
Crush3D,0.12055324470908335
LEGO Marvel's Avengers,0.12886035823145914
High Velocity: Mountain Racing Challenge,0.11764574335787081
NeverDead,0.1752868925156763
Capcom vs. SNK 2: Millionaire Fighting 2001,0.11247532504858171
Criticom,0.13042372585494633
Mega Man X: Command Mission,0.10400103922045734
Charm Girls Club: My Fashion Mall,0.12278700058223357
SCORE International Baja 1000: The Official Game,0.10400482607179473
Deepak Chopra's Leela,0.12637460412888135
Need for Speed: ProStreet,0.14271937727180184
DiRT Rally,0.11894906387556503
NHL 2K7,0.1865260008770191
Go Play: Circus Star,0.12742760433672284
Worms 3D,0.17396199739178186
Gladiator Begins,0.14273703397342707
Clock Tower: The First Fear,0.1124043475127472
Sleeping Dogs,0.13916485206347318
Kidou Senshi Gundam Seed Battle Destiny,0.12452987005019711
Diner Dash: Sizzle & Serve,0.12277458418343823
Impossible Mission,0.09351005896997044
"Kilari: Na-san, Mon Meilleur Ami",0.1261474534490672
Strikers 1945,0.08283980802469948
Ochaken no Heya DS,0.11289331071666986
Fire ProWrestling S: 6Men Scramble,0.15461437221118413
Galidor: Defenders of the Outer Dimension,0.11295008106899918
Pryzm Chapter One: The Dark Unicorn,0.1714276104110981
Gundam Battle Royale,0.13159612191278924
F1 2016 (Codemasters),0.0995282126349677
Eat Lead: The Return of Matt Hazard,0.08720342583382745
Karaoke Revolution,0.12845635671261846
Zen-Nippon Pro Wrestling: Ouja no Kon,0.1244694905398811
NASCAR 2005: Chase for the Cup,0.11473621531998113
Are You Smarter than a 5th Grader? Game Time,0.10232409850013902
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",0.1622954137912096
Guilty Gear X,0.14122201244935884
Obscure: The Aftermath,0.12854319410582526
One Piece: Pirate Warriors 2,0.12166407183865324
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,0.11331331758609586
NHL 2002,0.11804703874702671
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,0.11050387149944463
Etrian Odyssey V,0.1190386147213438
Disney's PK: Out of the Shadows,0.1470777635812448
Wild Earth: African Safari,0.1137216362171607
Echo Night,0.08489684741843195
Wild ARMs 5 (jp sales),0.15794913687797152
Record of Agarest War Zero,0.12309422110161705
Colony Wars III: Red Sun,0.123074647611217
Magic: The Gathering - Battlemage,0.10310438871149596
Rocksmith,0.07287151473467901
Backyard Baseball '09,0.12325463263761627
James Bond 007: Legends,0.09961974299808762
Conception II: Children of the Seven Stars,0.12094595905115568
The King of Fighters '94,0.11600953031793981
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,0.09416010853355594
All Kamen Rider: Rider Generation,0.12121344849198934
The King of Fighters '98 Ultimate Match,0.14940378097580442
Reader Rabbit Kindergarten,0.12274688838547565
Puzzle Quest: Challenge of the Warlords,0.17288660231418884
Chessmaster: The Art of Learning,0.1440235942362058
Guardian's Crusade,0.10979264780691356
MotoGP 3 - Official Game of MotoGP,0.16169198182517963
Lego Star Wars: The Force Awakens,0.1450085485641095
Makai Kingdom: Chronicles of the Sacred Tome,0.16872215274359803
Lemony Snicket's A Series of Unfortunate Events,0.09752046536375225
Gundam Breaker 3,0.13428769177371347
Neopets Petpet Adventures: The Wand of Wishing,0.14289753527707827
The Ant Bully,0.08617124000009468
M&M's Kart Racing,0.1250462963422505
Bomberman Party Edition,0.12639309649340902
Ice Age: Dawn of the Dinosaurs,0.11521284809957955
SingStar Vol. 3,0.15246407062020406
Star Trek: Conquest,0.118953710003594
My Fitness Coach: Club,0.13924085333581626
Major League Baseball 2K8 Fantasy All-Stars,0.16021459572143826
Eyeshield 21: Max Devil Power,0.08596241936061944
Summon Night 3,0.14079801691358007
O.D.T.: Escape... Or Die Trying,0.1133463263678216
Madden NFL 06,0.1246936774839682
Rango: The Video Game,0.13545037359206447
Break 'Em All,0.1098835819493269
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,0.1408250948202463
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,0.12186608634473295
San Goku Shi V,0.10267700223794218
Red Faction II,0.10767632869338417
Go! Sudoku,0.14497512874028118
Daikaijyuu Monogatari II,0.11900242427439434
Rock Band Track Pack Volume 2,0.16945437895899396
Voodoo Vince,0.08065955285584625
Disney Sing It: Party Hits,0.15176658000666787
Gundam Memories: Tatakai no Kioku,0.14220370835083163
Everybody Dance,0.1608523060531315
Kaijuu Busters,0.11643149642531725
Blackwater,0.07870330418288418
Tom Clancy's Ghost Recon,0.1058436827980378
Ferrari Challenge Trofeo Pirelli,0.1653215082066355
Moshi Monsters: Katsuma Unleashed,0.1598488289967417
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,0.12228933854952828
Chase: Hollywood Stunt Driver,0.10301430234043263
Mobile Suit Gundam Side Story: Missing Link,0.14018517469624125
Thor: God of Thunder,0.14019607133491707
The X Files: Resist or Serve,0.1773591591801571
Touch My Katamari,0.13047739119107327
PixelJunk Monsters Deluxe,0.1674947504745763
Saru! Get You! Million Monkeys,0.14431413664170467
Legend of the Guardians: The Owls of Ga'Hoole,0.1332154702256796
Ben 10 Galactic Racing,0.11112755810941266
Curious George,0.1660386116560133
Killer is Dead,0.12913290787513976
Don Bradman Cricket 14,0.1360731634219512
Megamind: Ultimate Showdown,0.09742272119058537
Zathura,0.20373119330175005
Medarot DS: Kabuto / Kuwagata Ver.,0.11930636811858086
Atelier Sophie: The Alchemist of the Mysterious Book,0.11963185270609422
Mytran Wars,0.1376482563606789
Making History: The Great War,0.1391133299759577
NCIS,0.1355323613625421
Undead Knights,0.14881332165394578
Ninja Reflex,0.12798038960049318
Cel Damage,0.1094080462625815
Lovely Lisa,0.09202980517957293
Dance Paradise,0.10006273099255658
SSX 3,0.12233645528235115
Sword Art Online: Hollow Fragment,0.13607200174430378
Supremacy MMA,0.14133752848586045
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,0.11547040211132753
The God of War Trilogy,0.14613662682667705
Lunar: Dragon Song,0.11598051500306994
Breakdown,0.13600352847588493
Rush,0.13773868781874032
Ecco the Dolphin,0.0289612780559505
Solitaire & Mahjong,0.11123299643315754
Venetica,0.13344146755601738
Looney Tunes: Sheep Raider,0.11905687157724287
Horse Life,0.09428335597737192
Geometry Wars: Galaxies,0.11249825854599571
Robinson: The Journey,0.13513214713214605
Conduit 2,0.12888123591632628
Harvest Moon 2 GBC,0.05812673177308181
Zenses: Rainforest,0.1209718091909382
Backyard Baseball '10,0.12653749285468674
Rise of the Tomb Raider,0.15226509170314628
The Lord of the Rings: Aragorn's Quest,0.13119031946973259
X2: Wolverine's Revenge,0.09476740739520917
Cabela's Dangerous Hunts 2011,0.13844418152760873
Hatsune Miku: Project Diva X,0.1368610518303912
Deadliest Catch: Sea of Chaos,0.12345240951910696
McDROID,0.11278892736961144
Destiny: The Collection,0.10374923569620709
Lego Star Wars: The Force Awakens,0.11862417397843306
Gallop Racer 2000,0.07082498200280973
Showdown: Legends of Wrestling,0.10857084401567718
Godzilla Unleashed: Double Smash,0.11336490482615158
My Farm Around the World,0.11472762178811191
Macross Triangle Frontier,0.14220370835083163
SpongeBob's Surf & Skate Roadtrip,0.12967467041415315
Farming Simulator 17,0.10129619925371447
Dishonored 2,0.1519418720996546
NASCAR Unleashed,0.10322925526432059
The Smurfs 2,0.09935423954171974
Street Hoops,0.08738757878711212
Backyard Sports Football: Rookie Rush,0.11284367346440494
Transformers: War for Cybertron -- Decepticons,0.14238824220561241
Rocket: Robot on Wheels,0.07720623827418649
Densha De Go! 64,0.020355104556700532
NFL QB Club 2001,0.0927219281997651
Earthworm Jim 3D,0.08346435910795957
NPPL: Championship Paintball 2009,0.06914461141275385
Shin Megami Tensei: Devil Survivor 2,0.10651658929232521
Atelier Annie: Alchemists of Sera Island,0.1232325185464358
WRC: FIA World Rally Championship,0.09157454226388495
PBR: Out of the Chute,0.10993586731036409
WWE SmackDown vs Raw 2008,0.12282499991748708
Godzilla: Destroy All Monsters Melee,0.10157675340658834
College Hoops 2K6,0.12856506830469883
Sega Soccer Slam,0.16305959558742966
Dragon Quest Builders: Revive Alefgard,0.150118313507841
Dora the Explorer: Dora Saves the Mermaids,0.20570160479232946
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,0.11984467570901103
DiRT 2,0.11495628949686854
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,0.13948219910172188
Dodge Racing: Charger vs Challenger,0.12407436853878195
Fate/Extra CCC,0.13942316776062924
Greg Hastings Paintball 2,0.10343532354529916
Fat Princess: Fistful of Cake,0.1657185925345921
MTV Sports: Pure Ride,0.11866615229302369
Burning Road,0.10769670238514806
Sonic Adventure 2,0.11513371005456907
IndyCar Series,0.16537524340987897
Slayers,0.11408738386406547
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,0.11619167308346867
Space Chimps,0.18265995741970542
Backyard Sports Football: Rookie Rush,0.0878920618832737
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,0.1139026564782677
Famicom Mini: TwinBee,0.1130102086831215
Tony Hawk's Pro Skater 5,0.10647289362614387
Gladiator: Sword of Vengeance,0.18597680363144597
Rodea the Sky Soldier,0.09847163123456149
The Daring Game for Girls,0.11203388497949618
Yakuza Kiwami,0.14743242471975382
DreamWorks Super Star Kartz,0.12311087779353791
Pinball Hall of Fame: The Williams Collection,0.11314913026571283
Ultimate Card Games,0.14237087722067443
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,0.16557946644577637
NBA 2K17,0.14956346125658548
Academy of Champions: Soccer,0.1198683192737171
Overlord: Raising Hell,0.13804366916037836
Wallace & Gromit: Curse of the Were-Rabbit,0.18227067239560135
Power Gig: Rise of the SixString,0.09602488443207235
Mountain Sports,0.11901404197656174
Puzzle Kingdoms,0.11843949086889793
Skylanders: SuperChargers,0.14306611182266415
Monster Jam: Path of Destruction,0.10093592896242498
The Bible Game,0.12746658317916015
NFL Head Coach,0.12061727542272482
Just Dance: Disney Party,0.13994984349609396
Medarot 4: Kabuto / Kuwagata Version,0.10270048505312701
Deca Sports Extreme,0.11795714770132815
Kidz Sports: Crazy Golf,0.12175532752638141
Major League Baseball 2K6,0.14222221988393535
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,0.1282065447142502
Deepak Chopra's Leela,0.10829094736180789
"Ed, Edd n Eddy: The Mis-Edventures",0.09295763125973977
Onimusha: Blade Warriors,0.1752814337719517
One Piece: Super Grand Battle! X,0.10711865461890557
Disney's Extreme Skate Adventure,0.10669774110211261
Akuji the Heartless,0.07346536910284662
NBA 2K2,0.09650813593925633
Akiba's Trip: Undead & Undressed,0.09310913410670985
Psychonauts,0.12057696257170925
Tales of Berseria,0.14753026740860165
Jeremy McGrath Supercross World,0.08396045457850221
Uta no * Prince-Sama: All Star,0.1284406348058562
HardBall 5,0.09566719857951433
Airborne Troops: Countdown to D-Day,0.15268174963403958
MLB Inside Pitch 2003,0.07966294059959189
Jikkyou Powerful Pro Yakyuu 2014,0.14776885220393243
Skate City Heroes,0.11596943377647406
The Sky Crawlers: Innocent Aces,0.11913513907343365
Battle Arena Toshinden Remix,0.11107917454849847
nail'd,0.14678624713997834
Legends of Wrestling II,0.09230671127007195
Lost Magic,0.12295048618254611
A.C.E.: Another Century's Episode Portable,0.13569112896178392
Jaws: Ultimate Predator,0.12422465157686435
Marvel Avengers: Battle for Earth,0.09439235492028963
Jikkyou Powerful Pro Yakyuu 9,0.09266892654304293
Rock Band: Metal Track Pack,0.12887946498602343
Alice: Madness Returns,0.12519765715601583
Barbie as The Island Princess,0.16199153214981177
Crime Killer,0.10386506763636305
Petz Puppyz & Kittenz,0.13011122999681213
Backyard Wrestling 2: There Goes the Neighborhood,0.09597680648135665
Raiden IV,0.09541882360521825
MX vs. ATV Untamed,0.1250163611079378
Tom Clancy's Splinter Cell: Blacklist,0.12951716282129322
SD Gundam G Generation-F.I.F,0.08315852251818256
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,0.12952601513025108
Rubik's World,0.124694087989079
Zenses: Ocean,0.1204792120729632
Phantasy Star Universe,0.07953864545991696
Peggle: Dual Shot,0.14098024585782287
NPPL: Championship Paintball 2009,0.0966555281490109
Spider-Man: Edge of Time,0.12160345713107912
Cruis'n,0.0945851342534283
Samurai Warriors 4-II,0.1315407400902764
Harukanaru Augusta 2: Masters,0.10904404623632846
Castlevania: Curse of Darkness,0.14426155711874777
SimAnimals Africa,0.11239807368149801
Love Live! School Idol Paradise,0.1184143693853601
Lost Planet 3,0.10836139361641273
Battles of Prince of Persia,0.11977768211039663
The Clique: Diss and Make Up,0.11858905636270123
Mobil 1 Rally Championship,0.1113651932001023
USA Today Crossword Challenge,0.12377053870148735
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,0.1354762242657097
Turok: Evolution,0.08956021245156442
Charm Girls Club: My Perfect Prom,0.12555928224351387
Marvel Trading Card Game,0.1499823826268054
Rugrats: Totally Angelica,0.0876297435123714
Nightshade,0.17968899226510793
Brunswick Pro Bowling,0.11483853289603019
CSI: Crime Scene Investigation,0.09901179941199523
Wipeout 2,0.159336382384331
LEGO Batman 2: DC Super Heroes,0.10621306384195961
Ultimate Puzzle Games: Sudoku Edition,0.12654793330924186
Buffy the Vampire Slayer: Chaos Bleeds,0.10353768968461985
Onechanbara: Bikini Zombie Slayers,0.11931152000400314
Hanagumi Taisen Columns,0.11883282991073774
Tropico 5,0.14402601877383248
Tales of Destiny 2,0.12678191001469497
